"[0.         0.         0.         0.         0.         0.
 0.58470988]"
[0.        0.        0.        0.        0.        0.        0.7309711]
"[0.         0.         0.         0.         0.         0.
 0.91251898]"
"[0.         0.         0.         0.         0.         0.
 1.05660105]"
"[0.         0.         0.         0.         0.         0.
 1.19348907]"
"[0.         0.         0.         0.         0.         0.
 1.35313892]"
[0.        0.        0.        0.        0.        0.        1.4896791]
"[0.         0.         0.         0.         0.         0.
 1.68334198]"
[0.       0.       0.       0.       0.       0.       1.820822]
"[0.         0.         0.         0.         0.         0.
 1.96227789]"
"[0.         0.         0.         0.         0.         0.
 2.16954803]"
"[0.         0.         0.         0.         0.         0.
 2.31177402]"
"[0.         0.         0.         0.         0.         0.
 2.45007205]"
"[0.         0.         0.         0.         0.         0.
 2.64590001]"
"[0.         0.         0.         0.         0.         0.
 2.78617692]"
"[0.         0.         0.         0.         0.         0.
 2.95280004]"
"[0.         0.         0.         0.         0.         0.
 3.09072995]"
"[0.         0.         0.         0.         0.         0.
 3.28008699]"
"[0.         0.         0.         0.         0.         0.
 3.42482305]"
"[0.         0.         0.         0.         0.         0.
 3.61003804]"
"[ 2.7540347   1.8727436  -3.32810554 -1.05643231 -7.54998117  4.96475028
  3.7732451 ]"
"[0.         0.         0.         0.         0.         0.
 3.91924906]"
"[0.         0.         0.         0.         0.         0.
 4.11796689]"
"[ 2.33928879  1.89714848 -3.27281477 -0.86327912 -0.05079791 -0.11508581
  4.25367594]"
"[ 2.06213301  2.03861058 -2.76360141 -1.82827763 -0.93316471 -3.35906181
  4.40526986]"
"[0.         0.         0.         0.         0.         0.
 4.55432892]"
"[0.         0.         0.         0.         0.         0.
 4.74789786]"
"[0.         0.         0.         0.         0.         0.
 4.89928389]"
"[0.         0.         0.         0.         0.         0.
 5.04401708]"
"[0.         0.         0.         0.         0.         0.
 5.18267107]"
"[0.         0.         0.         0.         0.         0.
 5.34794402]"
"[0.         0.         0.         0.         0.         0.
 5.49251294]"
"[ 3.11682648  0.75841938 -2.66427261  0.8252442   1.00168475 -0.07771975
  5.68330789]"
"[ 2.16422165  1.8487213  -2.92637999 -4.58033616 -5.24241445  1.26027064
  5.89128494]"
"[0.         0.         0.         0.         0.         0.
 6.08870506]"
"[ 2.04232781  2.17825644 -3.59324403 -0.35648755 -0.96374988  1.95029319
  6.23321509]"
"[ 1.39764206  1.81707125 -2.76363198 -4.66477706  2.61344141 -6.00285534
  6.371418  ]"
"[ 1.28138931  2.49388672 -2.91382777 -0.85151902 -4.95748486  1.10014236
  6.50794196]"
"[0.         0.         0.         0.         0.         0.
 6.65229797]"
[0.       0.       0.       0.       0.       0.       6.786134]
"[0.         0.         0.         0.         0.         0.
 6.93984509]"
"[0.         0.         0.         0.         0.         0.
 7.07694101]"
"[ 1.63086162  2.70864844 -2.99905896  0.48515521 -0.29814311  0.11832225
  7.22827291]"
"[0.         0.         0.         0.         0.         0.
 7.37461686]"
"[0.         0.         0.         0.         0.         0.
 7.51070404]"
"[0.         0.         0.         0.         0.         0.
 7.64495897]"
"[0.         0.         0.         0.         0.         0.
 7.81876898]"
"[ 2.53846734  3.2520927  -3.59324403  1.25625542 -0.75220416  0.82243667
  7.95074201]"
"[0.         0.         0.         0.         0.         0.
 8.09412193]"
"[ 2.67408396  3.17505999 -3.50813043  0.41051911  0.23318232 -0.25764364
  8.28109598]"
"[ 2.90813593  3.29496636 -3.65206371  1.72345495 -0.88293739  1.05986087
  8.41689992]"
"[0.         0.         0.         0.         0.         0.
 8.58046103]"
"[0.         0.         0.         0.         0.         0.
 8.72288799]"
"[0.         0.         0.         0.         0.         0.
 8.86313009]"
"[0.         0.         0.         0.         0.         0.
 9.00952792]"
[0.        0.        0.        0.        0.        0.        9.1554029]
"[0.         0.         0.         0.         0.         0.
 9.35615587]"
"[0.         0.         0.         0.         0.         0.
 9.54905105]"
"[0.         0.         0.         0.         0.         0.
 9.68370509]"
"[0.         0.         0.         0.         0.         0.
 9.82701302]"
"[ 0.          0.          0.          0.          0.          0.
 10.03337407]"
"[ 0.          0.          0.          0.          0.          0.
 10.18359709]"
"[ 0.          0.          0.          0.          0.          0.
 10.32789993]"
"[ 0.          0.          0.          0.          0.          0.
 10.51868892]"
"[ 0.          0.          0.          0.          0.          0.
 10.65825009]"
"[ 0.          0.          0.          0.          0.          0.
 10.80820394]"
"[ 0.          0.          0.          0.          0.          0.
 10.95823288]"
"[ 0.          0.          0.          0.          0.          0.
 11.15335798]"
"[ 0.          0.          0.          0.          0.          0.
 11.29298186]"
"[ 0.          0.          0.          0.          0.          0.
 11.48316288]"
